"Word","Length","Freq_HAL","Pron","I_Mean_RT","I_NMG_Mean_RT"
"DIA","3","5,414","""daI@","#","#"
"diabetics","9","739","daI@.b""E.4Iks","#","#"
"diabolically","12","24","daI@.b""A.lIk.li","#","#"
"diacritic","9","45","daI@.kr""I.4Ik","#","#"
"diacritics","10","106","daI@.kr""I.4Iks","#","#"
"diadem","6","39","d""aI@.dEm","#","#"
"diadems","7","7","d""aI@.dEmz","#","#"
"diaereses","9","6","daI.""E.r@.siz","#","#"
"diaeresis","9","38","daI.""E.r@.sIs","#","#"
"DIAGHILEFF","10","3","#","#","#"
"DIAGNOMETER","11","0","""daI@.%nom.%t3`","#","#"
"diagrammatical","14","5","d%aI@.gr@m.""a.4Ik.@l","#","#"
"diagrammatically","16","6","d%aI@.gr@m.""a.4Ik.li","#","#"
"dialectally","11","0","daI@.l""Ekt.@l.i","#","#"
"dialecticians","13","1","d%aI@.lEkt.""I.Sn=z","#","#"
"dialled","7","114","d""aI@ld","#","#"
"dialling","8","248","d""aI@l.IN","#","#"
"DIAN'S","6","15","d""i@%Enz","#","#"
"diaphanous","10","33","daI.""a.f@.n@s","#","#"
"DIAPHRAGMIC","11","0","#","#","#"
"DIAPIACE","8","0","#","#","#"
"diarchies","9","0","""daIArkiz","#","#"
"diarchy","7","1","""daIArki","#","#"
"DIARIO","6","787","daI""Erio","#","#"
"diarist","7","13","d""aI@`.rIst","#","#"
"diarists","8","6","d""aI@`.rIsts","#","#"
"Diaspora","8","516","daI.""a.sp@`.r@","#","#"
"DIATHERMY","9","42","d""aI@.T%3`.mi","#","#"
"DIATHESIS","9","2","daI.""a.T@.sIs","#","#"
"diatom","6","98","d""aI@.4@m","#","#"
"diatribes","9","512","d""aI@.traIbz","#","#"
"dib","3","206","""dIb","#","#"
"dibbed","6","5","""dIbd","#","#"
"dibber","6","2","""dIb@`","#","#"
"dibbers","7","0","""dIb@`z","#","#"
"dibbing","7","2","""dIbIN","#","#"
"dibble","6","313","d""I.bl=","#","#"
"dibbled","7","0","d""Ib@ld","#","#"
"dibbles","7","1","d""I.bl=z","#","#"
"dibbling","8","0","d""I.bl=.IN","#","#"
"diced","5","1,179","d""aIst","#","#"
"DICENDI","7","2","#","#","#"
"dices","5","359","d""aIs.@z","#","#"
"DICHONDRA","9","1","daI""kAndr@","#","#"
"dichotomies","11","60","daI.k""A.4@.miz","#","#"
"dicier","6","2","d""aIsi@`","#","#"
"diciest","7","1","d""Ik%aIIst","#","#"
"dicing","6","52","d""aIs.IN","#","#"
"dick","4","18,694","d""Ik","#","#"
"DICK'S","6","350","d""Iks","#","#"
"DICKE","5","65","d""Ik","#","#"
"dicker","6","138","""dIk@`","#","#"
"dickered","8","3","d""Ik@`d","#","#"
"dickering","9","41","d""Ik@`IN","#","#"
"dickers","7","3","""dIk@`z","#","#"
"DICKEY","6","573","d""I.ki","#","#"
"DICKEY'S","8","35","d""Ikiz","#","#"
"dickier","7","0","d""I.ki.@`","#","#"
"dickies","7","117","d""I.kiz","#","#"
"dickiest","8","0","""dIkiIst","#","#"
"dicks","5","1,327","d""Iks","#","#"
"DICKSON","7","1,143","d""Ik.sn=","#","#"
"dicky","5","261","d""I.ki","#","#"
"dickybird","9","1","d""I.ki.b%3`d","#","#"
"dickybirds","10","0","d""I.ki.b%3`dz","#","#"
"dicta","5","141","d""Ik.t@","#","#"
"Dictaphones","11","5","d""Ik.t@.f%onz","#","#"
"dictations","10","16","dIk.t""e.Sn=z","#","#"
"dictatorially","13","11","d%Ik.t@t.""Or.i@l.i","#","#"
"dictatorships","13","333","d""Ik.te4.@`.S%Ips","#","#"
"dictums","7","21","d""Ik.t@mz","#","#"
"didactically","12","2","dI.d""ak.tIk.li","#","#"
"diddle","6","252","d""I.4l=","#","#"
"diddled","7","48","d""I.4l=d","#","#"
"diddles","7","20","d""I.4l=z","#","#"
"diddling","8","103","d""I.4l=.IN","#","#"
"DIDI","4","333","d""idi","#","#"
"DIDN","4","195","#","#","#"
"didst","5","204","d""Idst","#","#"
"DIEGO","5","15,390","di.""e.go","#","#"
"DIEM","4","916","d""i.Em","#","#"
"DIENBIENPHU","11","2","#","#","#"
"diesels","7","388","d""i.zl=z","#","#"
"dieted","6","18","d""aI@4.@d","#","#"
"DIETERS","7","95","d""aI@4.@`z","#","#"
"dietetics","9","15","daI@.t""E.4Iks","#","#"
"DIETHYLAMINOETHYL","17","2","""daI.%DaI.%lam%aIno%ET@l","#","#"
"DIETHYLSTILBESTROL","18","14","daI.%E.Tl=.stIl.b""E.strol","#","#"
"dieticians","10","13","d%aI@t.""I.Sn=z","#","#"
"dieting","7","628","d""aI@4.IN","#","#"
"DIETRICH","8","446","d""i.trIk","#","#"
"DIEU","4","297","dj""u","#","#"
"DIEUX","5","35","#","#","#"
"differentials","13","258","d%I.f@`.""Ens.j@lz","#","#"
"differentiates","14","340","d%I.f@`.""En.Si.ets","#","#"
"differentiations","16","20","d%I.f@`.En.Si.""e.Sn=z","#","#"
"DIFFICILE","9","235","%dIfI""sil","#","#"
"diffidence","10","17","d""I.fI.4@ns","#","#"
"diffidently","11","15","d""I.fI.4@nt.li","#","#"
"diffracted","10","18","dI.fr""akt.@d","#","#"
"diffracting","11","3","dI.fr""akt.IN","#","#"
"diffracts","9","3","dI.fr""akts","#","#"
"DIFFRING","8","2","d""If.r%IN","#","#"
"DIFFRUNCE","9","1","#","#","#"
"diffuseness","11","1","dI.fj""us.n@s","#","#"
"DIGBY","5","102","""dIgbi","#","#"
"DIGBY'S","7","14","#","#","#"
"digestibility","13","10","daI.dZ%Est.@.b""Il.@.4i","#","#"
"digestions","10","8","daI.dZ""Es.tS@nz","#","#"
"digests","7","1,329","daI.dZ""Ests","#","#"
"diggers","7","342","d""Ig.@`z","#","#"
"DIGGES","6","4","d""Igz","#","#"
"diggings","8","23","d""Ig.INz","#","#"
"DIGITALIS","9","68","d%I.dZI.t""a.lIs","#","#"
"digits","6","4,112","d""I.dZIts","#","#"
"dignifies","9","9","d""Ig.n@.faIz","#","#"
"dignifying","10","27","d""Ig.n@.f%aI.IN","#","#"
"dignities","9","29","d""Ig.n@.4iz","#","#"
"digraph","7","39","d""aI.graf","#","#"
"digraphs","8","52","d""aI.grafs","#","#"
"digressed","9","81","daI.gr""Est","#","#"
"digresses","9","17","daI.gr""Es.@z","#","#"
"digressing","10","132","daI.gr""Es.IN","#","#"
"DIISOCYANATE","12","0","#","#","#"
"diked","5","9","d""aIkt","#","#"
"dikes","5","181","d""aIks","#","#"
"diking","6","0","d""aIk.IN","#","#"
"dilapidates","11","0","dI.l""a.p@.dets","#","#"
"dilapidating","12","0","dI.l""a.p@.det.IN","#","#"
"dilapidations","13","0","dI.l%a.p@.d""e.Sn=z","#","#"
"dildo","5","2,108","d""Il.do","#","#"
"dildos","6","342","d""Il.doz","#","#"
"dilettantes","11","37","d%I.l@.t""an.4iz","#","#"
"dilettanti","10","6","d%I.l@.t""an.4i","#","#"
"DILL'S","6","2","#","#","#"
"DILLINGER","9","135","""dIlIndZ@`","#","#"
"DILLON","6","1,382","d""I.l@n","#","#"
"DILTHEY","7","3","#","#","#"
"DILUENTS","8","3","#","#","#"
"dilutes","7","101","daI.l""uts","#","#"
"dilutions","9","85","daI.l""u.Sn=z","#","#"
"DILWORTH","8","49","d""Ilw@`T","#","#"
"DILYS","5","5","#","#","#"
"DIMAN","5","5","#","#","#"
"DIMAN'S","7","0","#","#","#"
"DIMERS","6","34","""dIm%3`s","#","#"
"DIMETHYLGLYOXIME","16","0","#","#","#"
"diminuendos","11","0","dI.m%I.nju.""En.4oz","#","#"
"diminutions","11","0","d%I.m@.n""u.Sn=z","#","#"
"diminutives","11","7","dI.m""I.nj@.4Ivz","#","#"
"DIMITRI","7","862","dI.m""i.tri","#","#"
"dimity","6","12","""dImIti","#","#"
"dimmed","6","325","d""Imd","#","#"
"dimmer","6","378","d""Im.@`","#","#"
"dimmest","7","22","d""Im.Ist","#","#"
"dimming","7","166","d""Im.IN","#","#"
"dimness","7","33","d""Im.n@s","#","#"
"dimpled","7","118","d""Im.pl=d","#","#"
"dimples","7","210","d""Im.pl=z","#","#"
"dimpling","8","22","d""Im.pl=.IN","#","#"
"dims","4","114","d""Imz","#","#"
"dimwits","7","71","d""Im.w%Its","#","#"
"dinar","5","146","dI.n""Ar","#","#"
"dinars","6","125","dI.n""Arz","#","#"
"DINEEN","6","109","d@n""in","#","#"
"diners","6","543","d""aIn.@`z","#","#"
"dinghies","8","31","d""IN.giz","#","#"
"dingier","7","2","d""In.dZi@`","#","#"
"dingiest","8","0","d""In.dZi.Ist","#","#"
"dingily","7","0","d""In.dZ@.li","#","#"
"dinginess","9","0","d""In.dZi.n@s","#","#"
"dingles","7","7","d""IN.gl=z","#","#"
"dingoes","7","14","d""IN.goz","#","#"
"DINH","4","288","d""In","#","#"
"dinkier","7","1","d""IN.ki.@`","#","#"
"dinkiest","8","1","""dINkiIst","#","#"
"dinkum","6","36","""dINk@m","#","#"
"dinned","6","1","d""Ind","#","#"
"dinning","7","108","d""In.IN","#","#"
"dins","4","29","d""Inz","#","#"
"DINSMORE","8","72","d""insmOr","#","#"
"dint","4","192","d""Int","#","#"
"dints","5","2","d""Ints","#","#"
"diocesans","9","0","daI""AsIs@nz","#","#"
"dioceses","8","47","d""aI@.sIs.@z","#","#"
"DIODATI","7","2","diod""Ati","#","#"
"DION","4","893","d""aI@n","#","#"
"DIONIE","6","0","#","#","#"
"DIONIGI","7","0","#","#","#"
"DIONYSIAN","9","31","daI@.n""I.Zn=","#","#"
"DIONYSUS","8","245","daI@.n""aI.s@s","#","#"
"DIOR","4","101","di.""Or","#","#"
"DIORAH","6","0","#","#","#"
"DIOXALATE","9","0","#","#","#"
"dioxides","8","1","daI.""Ak.saIdz","#","#"
"DIPHOSPHOPYRIDINE","17","0","#","#","#"
"diphthongs","10","25","d""If.TONz","#","#"
"diplomas","8","233","dI.pl""o.m@z","#","#"
"diplomatically","14","158","d%I.pl@.m""a.4Ik.li","#","#"
"diplomatists","12","5","dI.pl""o.m@.4Ists","#","#"
"dippers","7","53","d""Ip.@`z","#","#"
"dipsomania","10","2","d%Ip.s@.m""e.ni@","#","#"
"dipsomaniac","11","0","d%Ip.s@.m""e.ni.ak","#","#"
"dipsomaniacs","12","2","d%Ip.s@.m""e.ni.aks","#","#"
"dipsticks","9","21","d""Ip.st%Iks","#","#"
"dipswitches","11","36","d""Ip.sw%ItS.@z","#","#"
"diptych","7","4","d""Ip.tIk","#","#"
"diptychs","8","0","d""Ip.tIks","#","#"
"DIPYLON","7","0","""dIp@%lAn","#","#"
"directorates","12","21","d@.r""Ekt.@`.@ts","#","#"
"directories","11","12,028","d@.r""Ekt.@`.riz","#","#"
"directorships","13","16","d@.r""Ekt.@`.S%Ips","#","#"
"DIRECTRICES","11","8","dI""rEktrI%siz","#","#"
"direfully","9","1","d""aIr.fl=.i","#","#"
"direr","5","1","d""aIr.@`","#","#"
"direst","6","21","d""aIr.Ist","#","#"
"dirges","6","30","d""3`dZ.@z","#","#"
"dirigible","9","64","""dIr@dZ@b@l","#","#"
"dirigibles","10","30","""dIr@dZ@b@lz","#","#"
"DIRION","6","0","#","#","#"
"dirk","4","4,148","d""3`k","#","#"
"dirks","5","79","d""3`ks","#","#"
"DIRKSEN","7","132","d""@`ks@n","#","#"
"dirndl","6","1","""d3`ndl=","#","#"
"dirndls","7","1","""d3`ndl=z","#","#"
"DIRON","5","1","#","#","#"
"dirtied","7","37","d""3`4.id","#","#"
"dirtier","7","148","d""3`4.i@`","#","#"
"dirties","7","15","d""3`4.iz","#","#"
"dirtiest","8","137","d""3`4.i.Ist","#","#"
"dirtily","7","3","d""3`4.@.li","#","#"
"dirtying","8","32","d""3`4.i.IN","#","#"
"disablement","11","11","dIs.""e.bl=.m@nt","#","#"
"disablements","12","0","dIs.""e.bl=.m@nts","#","#"
"disables","8","1,373","dIs.""e.bl=z","#","#"
"disabused","9","29","d%Is.@.bj""uzd","#","#"
"disabuses","9","0","d%Is.@.bj""uz.@z","#","#"
"disabusing","10","4","d%Is.@.bj""uz.IN","#","#"
"disadvantageous","15","101","d%Is.ad.v@n.t""edZ.@s","#","#"
"disadvantageously","17","1","d%Is.ad.v@n.t""edZ.@s.li","#","#"
"disaffecting","12","2","d%Is.@.f""Ekt.IN","#","#"
"disaffects","10","0","d%Is.@.f""Ekts","#","#"
"disaffiliates","13","0","d%Is.@.f""I.li.ets","#","#"
"disaffiliating","14","0","d%Is.@.f""I.li.et.IN","#","#"
"disafforest","11","0","d%Is.@.f""O.r@st","#","#"
"disafforestation","16","0","d%Is.@.f%O.r@st.""e.Sn=","#","#"
"disafforested","13","0","d%Is.@.f""O.r@st.@d","#","#"
"disafforesting","14","0","d%Is.@.f""O.r@st.IN","#","#"
"disafforests","12","0","d%Is.@.f""O.r@sts","#","#"
"disagreeableness","16","2","d%Is.@.gr""i@.bl=.n@s","#","#"
"disagreeably","12","3","d%Is.@.gr""i@.bli","#","#"
"disagreeing","11","1,122","d%Is.@.gr""i.IN","#","#"
"disallowing","11","207","d%Is.@.l""aU.IN","#","#"
"disallows","9","168","d%Is.@.l""aUz","#","#"
"disappearances","14","302","d%Is.@.p""Ir.@ns.@z","#","#"
"disappointedly","14","16","%dIs@""pOIntIdli","#","#"
"disappointingly","15","60","d%I.s@.p""OIn4.IN.li","#","#"
"disappoints","11","82","d%I.s@.p""OInts","#","#"
"disapproving","12","126","d%Is.@.pr""uv.IN","#","#"
"disarms","7","23","dIs.""Armz","#","#"
"disarranges","11","0","d%Is.@`.r""endZ.@z","#","#"
"disarranging","12","0","d%Is.@`.r""endZ.IN","#","#"
"disarrayed","10","8","d%Is.@`.r""ed","#","#"
"disarraying","11","0","d%Is.@`.r""e.IN","#","#"
"disarrays","9","0","d%Is.@`.r""ez","#","#"
"disassociated","13","113","d%Is.@.s""o.si.%e4.@d","#","#"
"disassociates","13","2","d%Is.@.s""o.si.ets","#","#"
"disassociating","14","24","d%Is.@.s""o.si.%e4.IN","#","#"
"disastrously","12","57","dI.z""a.str@s.li","#","#"
"disavowals","10","4","%dIs@""vaU@lz","#","#"
"disavowed","9","125","d%Is.@.v""aUd","#","#"
"disavowing","10","52","d%Is.@.v""aU.IN","#","#"
"disavows","8","67","d%Is.@.v""aUz","#","#"
"disbanding","10","98","dIs.b""an4.IN","#","#"
"disbandment","11","15","dIs.b""and.m@nt","#","#"
"disbands","8","25","dIs.b""andz","#","#"
"disbarred","9","278","dIs.b""Ard","#","#"
"disbarring","10","0","dIs.b""Ar.IN","#","#"
"disbars","7","0","dIs.b""Arz","#","#"
"disbelievers","12","80","d%Is.b@.l""iv.@`z","#","#"
"disbud","6","1","dIs""b@d","#","#"
"disbudded","9","0","dIs""b@d@d","#","#"
"disbudding","10","0","dIs""b@dIN","#","#"
"disbuds","7","0","dIs""b@dz","#","#"
"disburden","9","1","dIs.b""3`.dn=","#","#"
"disburdened","11","0","dIs.b""3`.dn=d","#","#"
"disburdening","12","0","dIs.b""3`.dn=.IN","#","#"
"disburdens","10","0","dIs.b""3`.dn=z","#","#"
"disburse","8","57","dIs.b""3`s","#","#"
"disburses","9","3","dIs.b""3`s.@z","#","#"
"disbursing","10","14","dIs.b""3`s.IN","#","#"
"discarding","10","519","dI.sk""Ar4.IN","#","#"
"discards","8","346","dI.sk""Ardz","#","#"
"discernibly","11","5","dI.s""3`n.@.bli","#","#"
"discerns","8","13","dI.s""3`nz","#","#"
"disciplinarians","15","16","d%I.s@.plIn.""E.ri@nz","#","#"
"disclaimers","11","4,583","dIs.kl""em.@`z","#","#"
"disclaiming","11","59","dIs.kl""em.IN","#","#"
"disclaims","9","226","dIs.kl""emz","#","#"
"disclosing","10","795","dI.skl""oz.IN","#","#"
"DISCOID","7","16","d""Isk.OId","#","#"
"discolour","9","13","dIs.k""V.l@`","#","#"
"discolouration","14","36","dIs.k%V.l@`.""e.Sn=","#","#"
"discolourations","15","0","dIs.k%V.l@`.""e.Sn=z","#","#"
"discoloured","11","16","dIs.k""V.l@`d","#","#"
"discolouring","12","3","dIs.k""V.l@`.IN","#","#"
"discolours","10","1","dIs.k""V.l@`z","#","#"
"discomfit","9","9","dI.sk""Vm.f@t","#","#"
"discomfited","11","24","dI.sk""Vm.f@4.@d","#","#"
"discomfiting","12","6","dI.sk""Vm.f@4.IN","#","#"
"discomfits","10","1","dI.sk""Vm.f@ts","#","#"
"discomforts","11","68","dIs.k""Vm.f@`ts","#","#"
"discommode","10","3","d%Is.k@.m""od","#","#"
"discommoded","11","5","d%Is.k@.m""od.@d","#","#"
"discommodes","11","0","d%Is.k@.m""odz","#","#"
"discommoding","12","1","d%Is.k@.m""od.IN","#","#"
"discomposed","11","0","d%Is.k@m.p""ozd","#","#"
"discomposes","11","0","d%Is.k@m.p""oz.@z","#","#"
"discomposing","12","0","d%Is.k@m.p""oz.IN","#","#"
"disconcerted","12","38","d%Is.k@n.s""3`4.@d","#","#"
"disconcerts","11","5","d%Is.k@n.s""3`ts","#","#"
"disconnectedly","14","0","d%Is.k@.n""Ekt.@d.li","#","#"
"disconnecting","13","526","d%Is.k@.n""Ekt.IN","#","#"
"disconnections","14","34","d%Is.k@.n""Ek.Sn=z","#","#"
"disconnects","11","590","d%Is.k@.n""Ekts","#","#"
"disconsolately","14","4","dI.sk""An.s@.l@t.li","#","#"
"discontentedly","14","2","d%Is.k@n.t""En4.@d.li","#","#"
"discontenting","13","0","d%Is.k@n.t""Ent.IN","#","#"
"discontentments","15","1","d%Is.k@n.t""Ent.m@nts","#","#"
"discontents","11","30","d%Is.k@n.t""Ents","#","#"
"discontinues","12","28","d%Is.k@n.t""I.njuz","#","#"
"discontinuing","13","249","d%Is.k@n.t""I.nju.IN","#","#"
"discontinuities","15","116","d%Is.kAn.tn=.""u@.4iz","#","#"
"discontinuously","15","10","d%Is.k@n.t""I.nju@s.li","#","#"
"discordantly","12","0","dI.sk""Ord.n=t.li","#","#"
"discords","8","20","d""I.skOrdz","#","#"
"discos","6","275","d""I.skoz","#","#"
"discotheque","11","32","d""I.sko.t%Ek","#","#"
"discotheques","12","16","d""I.sko.t%Eks","#","#"
"discountenanced","15","0","dIs.k""aUn.tn=.@nst","#","#"
"discountenances","15","0","dIs.k""aUn.tn=.@ns.@z","#","#"
"discountenancing","16","1","dIs.k""aUn.tn=.@ns.IN","#","#"
"discouragements","15","14","dI.sk""3`.rIdZ.m@nts","#","#"
"discourages","11","417","dI.sk""3`.rIdZ.@z","#","#"
"discouragingly","14","3","dI.sk""3`.rIdZ.IN.li","#","#"
"DISCOURS","8","99","""dIsk%aUrz","#","#"
"discourteously","14","4","dIs.k""3`.4i@s.li","#","#"
"discourteousness","16","0","dIs.k""3`.4i@s.n@s","#","#"
"discourtesies","13","5","dIs.k""3`.4@.siz","#","#"
"discoverers","11","49","dI.sk""V.v@`.@`z","#","#"
"discreditably","13","0","dIs.kr""E.4@4.@.bli","#","#"
"discrediting","12","256","dIs.kr""E.4@4.IN","#","#"
"discredits","10","136","dIs.kr""E.4@ts","#","#"
"discreetly","10","240","dI.skr""it.li","#","#"
"discretely","10","195","dI.skr""it.li","#","#"
"discreteness","12","31","dI.skr""it.n@s","#","#"
"discriminated","13","1,227","dI.skr""I.m@.n%e4.@d","#","#"
"discriminates","13","297","dI.skr""I.m@.nets","#","#"
"discursively","12","2","dI.sk""3`.sIv.li","#","#"
"discuses","8","12","d""I.sk@s.@z","#","#"
"disdained","9","36","dIs.d""end","#","#"
"disdainfully","12","26","dIs.d""en.fl=.i","#","#"
"disembarked","11","40","d%Is.Im.b""Arkt","#","#"
"disembarking","12","26","d%Is.Im.b""Ark.IN","#","#"
"disembarks","10","5","d%Is.Im.b""Arks","#","#"
"disembarrassment","16","0","d""Is.Im.b%a.r@s.m@nt","#","#"
"disembodies","11","0","d%Is.Im.b""A.4iz","#","#"
"disembodying","12","0","d%Is.Im.b""A.4i.IN","#","#"
"disembowelled","13","14","d%Is.Im.b""aU@ld","#","#"
"disembowelling","14","4","d%Is.Im.b""aU@l.IN","#","#"
"disembowels","11","3","d%Is.Im.b""aU@lz","#","#"
"disembroil","10","0","d%Is.Im.br""OIl","#","#"
"disembroiled","12","0","d%Is.Im.br""OIld","#","#"
"disembroiling","13","0","d%Is.Im.br""OIl.IN","#","#"
"disembroils","11","0","d%Is.Im.br""OIlz","#","#"
"disenchanted","12","297","d%Is.In.tS""an4.@d","#","#"
"disenchanting","13","28","d%Is.In.tS""an4.IN","#","#"
"disenchants","11","251","d%Is.In.tS""ants","#","#"
"disencumber","11","1","d%Is.In.k""Vm.b@`","#","#"
"disencumbered","13","0","d%Is.In.k""Vm.b@`d","#","#"
"disencumbering","14","0","d%Is.In.k""Vm.b@`.IN","#","#"
"disencumbers","12","0","d%Is.In.k""Vm.b@`z","#","#"
"disendow","8","0","d%Is.In.d""aU","#","#"
"disendowed","10","0","d%Is.In.d""aUd","#","#"
"disendowing","11","0","d%Is.In.d""aU.IN","#","#"
"disendowment","12","0","d%Is.In.d""aU.m@nt","#","#"
"disendows","9","0","d%Is.In.d""aUz","#","#"
"disenfranchises","15","5","d%Is.In.fr""an.tSaIz.@z","#","#"
"disenfranchising","16","20","d%Is.In.fr""an.tSaIz.IN","#","#"
"disengaged","10","208","d%Is.In.g""edZd","#","#"
"disengages","10","40","d%Is.In.g""edZ.@z","#","#"
"disengaging","11","76","d%Is.In.g""edZ.IN","#","#"
"disentangled","12","28","d%Is.In.t""aN.gl=d","#","#"
"disentangles","12","3","d%Is.In.t""aN.gl=z","#","#"
"disentangling","13","11","d%Is.In.t""aN.gl=.IN","#","#"
"disestablished","14","22","d%Is.I.st""a.blISt","#","#"
"disestablishes","14","0","d%Is.I.st""a.blIS.@z","#","#"
"disestablishing","15","0","d%Is.I.st""a.blIS.IN","#","#"
"disfavour","9","8","dIs.f""e.v@`","#","#"
"disfavoured","11","1","dIs.f""e.v@`d","#","#"
"disfavouring","12","0","dIs.f""e.v@`.IN","#","#"
"disfavours","10","1","dIs.f""e.v@`z","#","#"
"disfigurements","14","6","dIs.f""I.gj@`.m@nts","#","#"
"disfigures","10","6","dIs.f""I.gj@`z","#","#"
"disfiguring","11","38","dIs.f""I.gj@`.IN","#","#"
"disforest","9","0","dIs.f""O.r@st","#","#"
"disforestation","14","0","d""Is.f%O.r@st.%e.Sn=","#","#"
"disforested","11","0","dIs.f""O.r@st.@d","#","#"
"disforesting","12","0","dIs.f""O.r@st.IN","#","#"
"disforests","10","0","dIs.f""O.r@sts","#","#"
"disfranchise","12","0","dIs.fr""an.tSaIz","#","#"
"disfranchised","13","27","dIs.fr""an.tSaIzd","#","#"
"disfranchisement","16","6","dIs.fr""an.tSaIz.m@nt","#","#"
"disfranchises","13","8","dIs.fr""an.tSaIz.@z","#","#"
"disfranchising","14","0","dIs.fr""an.tSaIz.IN","#","#"
"disfrock","8","0","dIs.fr""Ak","#","#"
"disfrocked","10","0","dIs.fr""Akt","#","#"
"disfrocking","11","0","dIs.fr""Ak.IN","#","#"
"disfrocks","9","0","dIs.fr""Aks","#","#"
"disgorge","8","38","dIs.g""OrdZ","#","#"
"disgorged","9","18","dIs.g""OrdZd","#","#"
"disgorges","9","3","dIs.g""OrdZ.@z","#","#"
"disgorging","10","24","dIs.g""OrdZ.IN","#","#"
"disgracefully","13","29","dIs.gr""es.fl=.i","#","#"
"disgraces","9","19","dIs.gr""es.@z","#","#"
"disgracing","10","40","dIs.gr""es.IN","#","#"
"disgruntles","11","0","dIs.gr""Vn.4l=z","#","#"
"disgruntling","12","0","dIs.gr""Vn.4l=.IN","#","#"
"disguising","10","220","dIs.g""aIz.IN","#","#"
"disgustedly","11","31","dIs.g""Vst.@d.li","#","#"
"disgustingly","12","236","dIs.g""Vst.IN.li","#","#"
"disgusts","8","143","dIs.g""Vsts","#","#"
"dishabille","10","3","%dIs@""bil","#","#"
"dishcloths","10","3","d""IS.kl%OTs","#","#"
"disheartenments","15","0","#","#","#"
"disheartens","11","16","dIs.h""Art.n=z","#","#"
"dishfuls","8","0","d""IS.fUlz","#","#"
"dishier","7","0","d""IS.i@`","#","#"
"dishiest","8","0","d""IS.i.Ist","#","#"
"dishing","7","204","d""IS.IN","#","#"
"dishonesties","12","24","dIs.""A.n@st.iz","#","#"
"dishonestly","11","141","dIs.""A.n@st.li","#","#"
"dishonour","9","29","dIs.""A.n@`","#","#"
"dishonourable","13","38","dIs.""A.n@`.@.bl=","#","#"
"dishonourably","13","2","dIs.""A.n@`.@.bli","#","#"
"dishonoured","11","11","dIs.""A.n@`d","#","#"
"dishonouring","12","3","dIs.""A.n@`.IN","#","#"
"dishonours","10","15","dIs.""A.n@`z","#","#"
"dishorn","7","0","dIs""horn","#","#"
"dishorned","9","0","dIs""hornd","#","#"
"dishorning","10","0","dIs""hornIN","#","#"
"dishorns","8","0","dIs""hornz","#","#"
"dishy","5","6","d""IS.i","#","#"
"disillusionments","16","2","d%Is.I.l""u.Zn=.m@nts","#","#"
"disillusions","12","6","d%Is.I.l""u.Zn=z","#","#"
"disincentives","13","97","d%Is.In.s""En.4Ivz","#","#"
"disinclined","11","90","d%Is.In.kl""aInd","#","#"
"disinclines","11","0","d%Is.In.kl""aInz","#","#"
"disinclining","12","0","d%Is.In.kl""aIn.IN","#","#"
"disinfectant","12","829","d%Is.In.f""Ekt.@nt","#","#"
"disinfectants","13","75","d%Is.In.f""Ekt.@nts","#","#"
"disinfected","11","117","d%Is.In.f""Ekt.@d","#","#"
"disinfecting","12","92","d%Is.In.f""Ekt.IN","#","#"
"disinfects","10","13","d%Is.In.f""Ekts","#","#"
"disinfest","9","0","d%Is.In.f""Est","#","#"
"disinfestation","14","1","d%Is.In.fEst.""e.Sn=","#","#"
"disinfested","11","0","d%Is.In.f""Est.@d","#","#"
"disinfesting","12","0","d%Is.In.f""Est.IN","#","#"
"disinfests","10","0","d%Is.In.f""Ests","#","#"
"disinflation","12","1","d%Is.In.fl""e.Sn=","#","#"
"disinflationary","15","7","d%Is.In.fl""e.Sn=.%E.ri","#","#"
"disingenuously","14","24","d%Is.In.dZ""E.nju@s.li","#","#"
"disingenuousness","16","22","d%Is.In.dZ""E.nju@s.n@s","#","#"
